source,target,value
Malawi,Bahrain,23.0
Malaysia,Bahrain,22033.0
Maldives,Bahrain,5.0
Mali,Bahrain,746.0
Malta,Bahrain,587.0
Mauritania,Bahrain,4.0
Mauritius,Bahrain,301.0
Mexico,Bahrain,4683.0
Micronesia (Federated States of),Bahrain,13.0
Mongolia,Bahrain,1.0
Montenegro,Bahrain,75.0
Morocco,Bahrain,3190.0
Mozambique,Bahrain,226.0
Myanmar,Bahrain,192.0
Namibia,Bahrain,156.0
Netherlands,Bahrain,52022.0
New Zealand,Bahrain,51968.0
Nicaragua,Bahrain,10.0
Niger,Bahrain,1.0
Nigeria,Bahrain,6748.0
Norway,Bahrain,287.0
Oman,Bahrain,25513.0
Pakistan,Bahrain,41144.0
Palestine,Bahrain,141.0
Panama,Bahrain,44.0
Papua New Guinea,Bahrain,4.0
Paraguay,Bahrain,3184.0
Peru,Bahrain,1152.0
Philippines,Bahrain,17868.0
Poland,Bahrain,8316.0
Portugal,Bahrain,886.0
Qatar,Bahrain,2270.0
Republic of Korea,Bahrain,1771.0
Republic of Moldova,Bahrain,15.0
Romania,Bahrain,175.0
Russian Federation,Bahrain,2050.0
Saudi Arabia,Bahrain,265467.0
Senegal,Bahrain,8.0
Serbia,Bahrain,81.0
Sierra Leone,Bahrain,36.0
Singapore,Bahrain,6190.0
Slovakia,Bahrain,65.0
Slovenia,Bahrain,38.0
Somalia,Bahrain,8032.0
South Africa,Bahrain,20497.0
Spain,Bahrain,23026.0
Sri Lanka,Bahrain,3701.0
Sudan,Bahrain,2550.0
Suriname,Bahrain,3.0
Sweden,Bahrain,2075.0
Switzerland,Bahrain,58477.0
Syrian Arab Republic,Bahrain,1630.0
Thailand,Bahrain,22749.0
Togo,Bahrain,3.0
Tokelau,Bahrain,103.0
Trinidad and Tobago,Bahrain,11.0
Tunisia,Bahrain,1340.0
Turkey,Bahrain,107836.0
Uganda,Bahrain,517.0
Ukraine,Bahrain,2497.0
United Arab Emirates,Bahrain,101453.0
United Kingdom,Bahrain,41252.0
United Republic of Tanzania,Bahrain,90.0
United States of America,Bahrain,96503.0
Unspecified Area,Bahrain,573.0
Uruguay,Bahrain,419.0
Uzbekistan,Bahrain,66.0
Vanuatu,Bahrain,4.0
Venezuela (Bolivarian Republic of),Bahrain,11.0
Viet Nam,Bahrain,4781.0
Yemen,Bahrain,3188.0
Zambia,Bahrain,1.0
Zimbabwe,Bahrain,15.0
"China, mainland",Bangladesh,1597.0
India,Bangladesh,16089.0
Pakistan,Bangladesh,1749.0
Republic of Korea,Bangladesh,1.0
Singapore,Bangladesh,11.0
Thailand,Bangladesh,152.0
Afghanistan,Barbados,8.0
Albania,Barbados,1.0
Andorra,Barbados,1.0
Antigua and Barbuda,Barbados,189.0
Argentina,Barbados,847.0
Australia,Barbados,1113.0
Austria,Barbados,165.0
Bahamas,Barbados,2.0
Belgium,Barbados,950.0
Belize,Barbados,1745.0
Bolivia (Plurinational State of),Barbados,6.0
Bosnia and Herzegovina,Barbados,1.0
Brazil,Barbados,4381.0
Bulgaria,Barbados,11.0
Cabo Verde,Barbados,1.0
Cameroon,Barbados,6.0
Canada,Barbados,9934.0
Chile,Barbados,2984.0
"China, Hong Kong SAR",Barbados,62.0
"China, Taiwan Province of",Barbados,12.0
"China, mainland",Barbados,1235.0
Cocos (Keeling) Islands,Barbados,10.0
Colombia,Barbados,660.0
Comoros,Barbados,3.0
Costa Rica,Barbados,5417.0
Cuba,Barbados,195.0
Cyprus,Barbados,1.0
Czechia,Barbados,1.0
Democratic People's Republic of Korea,Barbados,1.0
Denmark,Barbados,153.0
Dominica,Barbados,124.0
Dominican Republic,Barbados,2743.0
Ecuador,Barbados,314.0
Egypt,Barbados,100.0
El Salvador,Barbados,5.0
Eritrea,Barbados,6.0
Finland,Barbados,1.0
France,Barbados,10651.0
Germany,Barbados,2281.0
Ghana,Barbados,1.0
Greece,Barbados,55.0
Grenada,Barbados,84.0
Guam,Barbados,1.0
Guatemala,Barbados,1434.0
Guyana,Barbados,10106.0
Haiti,Barbados,26.0
Honduras,Barbados,252.0
Hungary,Barbados,44.0
India,Barbados,850.0
Indonesia,Barbados,674.0
Iran (Islamic Republic of),Barbados,1.0
Ireland,Barbados,1559.0
Israel,Barbados,9.0
Italy,Barbados,2861.0
Jamaica,Barbados,7101.0
Japan,Barbados,16.0
Kenya,Barbados,12.0
Latvia,Barbados,110.0
Lithuania,Barbados,337.0
Madagascar,Barbados,10.0
Malaysia,Barbados,880.0
Mexico,Barbados,3006.0
Morocco,Barbados,7.0
Nauru,Barbados,5.0
Netherlands,Barbados,6473.0
New Zealand,Barbados,15432.0
Nicaragua,Barbados,106.0
Nigeria,Barbados,1.0
Pakistan,Barbados,1.0
Panama,Barbados,473.0
Paraguay,Barbados,121.0
Peru,Barbados,337.0
Philippines,Barbados,212.0
Poland,Barbados,167.0
Portugal,Barbados,23.0
Republic of Korea,Barbados,17.0
Romania,Barbados,2.0
Russian Federation,Barbados,20.0
Saint Kitts and Nevis,Barbados,25.0
Saint Lucia,Barbados,2300.0
Saint Vincent and the Grenadines,Barbados,6329.0
Saudi Arabia,Barbados,8.0
Singapore,Barbados,153.0
Slovenia,Barbados,12.0
South Africa,Barbados,1036.0
Spain,Barbados,781.0
Sri Lanka,Barbados,280.0
Sudan,Barbados,3.0
Suriname,Barbados,837.0
Sweden,Barbados,1354.0
Switzerland,Barbados,411.0
Thailand,Barbados,1076.0
Tokelau,Barbados,17.0
Trinidad and Tobago,Barbados,34533.0
Turkey,Barbados,1586.0
Uganda,Barbados,4.0
Ukraine,Barbados,1.0
United Arab Emirates,Barbados,43.0
United Kingdom,Barbados,21122.0
United States of America,Barbados,134566.0
Unspecified Area,Barbados,41.0
Uruguay,Barbados,3603.0
Viet Nam,Barbados,371.0
Zimbabwe,Barbados,1.0
Afghanistan,Belarus,10889.0
Albania,Belarus,35.0
Argentina,Belarus,49729.0
Armenia,Belarus,5938.0
Australia,Belarus,195.0
Austria,Belarus,12934.0
Azerbaijan,Belarus,987.0
Bahamas,Belarus,200.0
Bangladesh,Belarus,79.0
Barbados,Belarus,29.0
Belgium,Belarus,21789.0
Benin,Belarus,34626.0
Bermuda,Belarus,2.0
Bolivia (Plurinational State of),Belarus,388.0
Bosnia and Herzegovina,Belarus,286.0
Brazil,Belarus,57344.0
Bulgaria,Belarus,3419.0
Burkina Faso,Belarus,26987.0
Burundi,Belarus,2602.0
Cameroon,Belarus,28679.0
Canada,Belarus,2087.0
Central African Republic,Belarus,34727.0
Chile,Belarus,8110.0
"China, Hong Kong SAR",Belarus,1.0
"China, Taiwan Province of",Belarus,16.0
"China, mainland",Belarus,82047.0
Colombia,Belarus,13182.0
Comoros,Belarus,17.0
Congo,Belarus,14.0
Costa Rica,Belarus,11749.0
Croatia,Belarus,590.0
Cuba,Belarus,47389.0
Cyprus,Belarus,355.0
Czechia,Belarus,8854.0
Côte d'Ivoire,Belarus,55133.0
Democratic People's Republic of Korea,Belarus,1.0
Democratic Republic of the Congo,Belarus,956.0
Denmark,Belarus,16095.0
Dominican Republic,Belarus,157.0
Ecuador,Belarus,43176.0
Egypt,Belarus,9266.0
El Salvador,Belarus,4.0
Equatorial Guinea,Belarus,2080.0
Estonia,Belarus,1272.0
Eswatini,Belarus,116.0
Ethiopia,Belarus,817.0
Finland,Belarus,4827.0
France,Belarus,29530.0
Georgia,Belarus,12830.0
Germany,Belarus,76346.0
Ghana,Belarus,25129.0
Greece,Belarus,23137.0
Guatemala,Belarus,814.0
Guinea,Belarus,40666.0
Guinea-Bissau,Belarus,32725.0
Guyana,Belarus,5.0
Honduras,Belarus,19.0
Hungary,Belarus,17111.0
Iceland,Belarus,4.0
India,Belarus,16908.0
Indonesia,Belarus,6251.0
Iran (Islamic Republic of),Belarus,2816.0
Ireland,Belarus,4099.0
Israel,Belarus,11893.0
Italy,Belarus,49934.0
Jamaica,Belarus,202.0
Japan,Belarus,1257.0
Jordan,Belarus,8841.0
Kazakhstan,Belarus,3426.0
Kenya,Belarus,20627.0
Kyrgyzstan,Belarus,859.0
Latvia,Belarus,13192.0
Lebanon,Belarus,28241.0
Liberia,Belarus,18178.0
Libya,Belarus,41.0
Lithuania,Belarus,15862.0
Luxembourg,Belarus,2.0
Madagascar,Belarus,1935.0
Malawi,Belarus,27.0
Malaysia,Belarus,13714.0
Mali,Belarus,24519.0
Mauritius,Belarus,11.0
Mexico,Belarus,4707.0
Morocco,Belarus,13068.0
Mozambique,Belarus,479.0
Myanmar,Belarus,2.0
Namibia,Belarus,82.0
Netherlands,Belarus,48467.0
New Zealand,Belarus,295.0
Nicaragua,Belarus,255.0
Nigeria,Belarus,9067.0
North Macedonia,Belarus,20275.0
Norway,Belarus,1049.0
Pakistan,Belarus,9217.0
Palestine,Belarus,5.0
Panama,Belarus,2601.0
Papua New Guinea,Belarus,4.0
Paraguay,Belarus,117.0
Peru,Belarus,1654.0
Philippines,Belarus,2264.0
Poland,Belarus,512268.0
Portugal,Belarus,3670.0
Republic of Korea,Belarus,118.0
Republic of Moldova,Belarus,97121.0
Romania,Belarus,4223.0
Russian Federation,Belarus,830480.0
Rwanda,Belarus,64.0
San Marino,Belarus,4919.0
Saudi Arabia,Belarus,69.0
Senegal,Belarus,122.0
Serbia,Belarus,20663.0
Sierra Leone,Belarus,16320.0
Singapore,Belarus,284.0
Slovakia,Belarus,6736.0
Slovenia,Belarus,3618.0
Somalia,Belarus,13613.0
South Africa,Belarus,3729.0
Spain,Belarus,89071.0
Sri Lanka,Belarus,2917.0
Sudan,Belarus,3822.0
Suriname,Belarus,511.0
Sweden,Belarus,3544.0
Switzerland,Belarus,2047.0
Syrian Arab Republic,Belarus,8078.0
Tajikistan,Belarus,1602.0
Thailand,Belarus,4374.0
Trinidad and Tobago,Belarus,154.0
Tunisia,Belarus,48.0
Turkey,Belarus,274158.0
Turkmenistan,Belarus,467.0
Uganda,Belarus,1867.0
Ukraine,Belarus,394664.0
United Arab Emirates,Belarus,853.0
United Kingdom,Belarus,15836.0
United Republic of Tanzania,Belarus,3296.0
United States of America,Belarus,13051.0
Unspecified Area,Belarus,21257.0
Uruguay,Belarus,1372.0
Uzbekistan,Belarus,8963.0
Viet Nam,Belarus,17268.0
Yemen,Belarus,2278.0
Zambia,Belarus,1.0
Zimbabwe,Belarus,124.0
Afghanistan,Belgium,76.0
Albania,Belgium,100.0
Algeria,Belgium,2664.0
Antigua and Barbuda,Belgium,3.0
Argentina,Belgium,179807.0
Armenia,Belgium,1033.0
Australia,Belgium,286282.0
Austria,Belgium,203980.0
Azerbaijan,Belgium,44.0
Bahrain,Belgium,2.0
Bangladesh,Belgium,19687.0
Belarus,Belgium,3393.0
Belize,Belgium,19.0
Benin,Belgium,2257.0
Bolivia (Plurinational State of),Belgium,1727.0
Bosnia and Herzegovina,Belgium,5186.0
Brazil,Belgium,994002.0
Bulgaria,Belgium,143871.0
Burkina Faso,Belgium,3018.0
Burundi,Belgium,5697.0
Cambodia,Belgium,5498.0
Cameroon,Belgium,162941.0
Canada,Belgium,284136.0
Central African Republic,Belgium,30.0
Chile,Belgium,67889.0
"China, Hong Kong SAR",Belgium,1624.0
"China, Taiwan Province of",Belgium,3846.0
"China, mainland",Belgium,246325.0
Colombia,Belgium,477331.0
Congo,Belgium,983.0
Costa Rica,Belgium,261308.0
Croatia,Belgium,15911.0
Cuba,Belgium,13261.0
Cyprus,Belgium,15101.0
Czechia,Belgium,148344.0
Côte d'Ivoire,Belgium,727830.0
Democratic Republic of the Congo,Belgium,6981.0
Denmark,Belgium,150407.0
Djibouti,Belgium,192.0
Dominican Republic,Belgium,104353.0
Ecuador,Belgium,230719.0
Egypt,Belgium,53369.0
El Salvador,Belgium,7215.0
Estonia,Belgium,6683.0
Eswatini,Belgium,938.0
Ethiopia,Belgium,29274.0
Finland,Belgium,28629.0
France,Belgium,7824516.0
French Polynesia,Belgium,11.0
Gambia,Belgium,580.0
Georgia,Belgium,3116.0
Germany,Belgium,3764063.0
Ghana,Belgium,254702.0
Greece,Belgium,203901.0
Grenada,Belgium,164.0
Guatemala,Belgium,23928.0
Guinea,Belgium,1379.0
Guyana,Belgium,1695.0
Haiti,Belgium,331.0
Honduras,Belgium,64777.0
Hungary,Belgium,153023.0
Iceland,Belgium,1989.0
India,Belgium,214066.0
Indonesia,Belgium,195730.0
Iran (Islamic Republic of),Belgium,11511.0
Iraq,Belgium,44.0
Ireland,Belgium,230889.0
Israel,Belgium,99654.0
Italy,Belgium,1206432.0
Jamaica,Belgium,3086.0
Japan,Belgium,9886.0
Jordan,Belgium,2230.0
Kazakhstan,Belgium,56609.0
Kenya,Belgium,49080.0
Kuwait,Belgium,85.0
Kyrgyzstan,Belgium,520.0
Lao People's Democratic Republic,Belgium,14273.0
Latvia,Belgium,12852.0
Lebanon,Belgium,12014.0
Liberia,Belgium,2632.0
Libya,Belgium,108.0
Lithuania,Belgium,22228.0
Luxembourg,Belgium,183715.0
Madagascar,Belgium,44247.0
Malawi,Belgium,124569.0
Malaysia,Belgium,76995.0
Maldives,Belgium,3.0
Mali,Belgium,526.0
Malta,Belgium,1141.0
Mauritius,Belgium,9487.0
Mexico,Belgium,78221.0
Mongolia,Belgium,12.0
Montenegro,Belgium,352.0
Morocco,Belgium,64331.0
Mozambique,Belgium,42165.0
Myanmar,Belgium,20003.0
Namibia,Belgium,115.0
Nepal,Belgium,351.0
Netherlands,Belgium,8662954.0
New Caledonia,Belgium,185.0
New Zealand,Belgium,280321.0
Nicaragua,Belgium,17389.0
Nigeria,Belgium,28922.0
North Macedonia,Belgium,18526.0
Norway,Belgium,1039.0
Pakistan,Belgium,33083.0
Palestine,Belgium,2935.0
Panama,Belgium,1254.0
Papua New Guinea,Belgium,51469.0
Paraguay,Belgium,4739.0
Peru,Belgium,175790.0
Philippines,Belgium,61540.0
Poland,Belgium,468706.0
Portugal,Belgium,136226.0
Qatar,Belgium,20.0
Republic of Korea,Belgium,5603.0
Republic of Moldova,Belgium,1671.0
Romania,Belgium,175773.0
Russian Federation,Belgium,133613.0
Rwanda,Belgium,8903.0
Saint Lucia,Belgium,9.0
Sao Tome and Principe,Belgium,2482.0
Saudi Arabia,Belgium,4549.0
Senegal,Belgium,8588.0
Serbia,Belgium,46587.0
Sierra Leone,Belgium,2511.0
Singapore,Belgium,3578.0
Slovakia,Belgium,39990.0
Slovenia,Belgium,5479.0
South Africa,Belgium,51919.0
Spain,Belgium,1207898.0
Sri Lanka,Belgium,17690.0
Sudan,Belgium,460.0
Suriname,Belgium,46366.0
Sweden,Belgium,92780.0
Switzerland,Belgium,121483.0
Syrian Arab Republic,Belgium,1133.0
Tajikistan,Belgium,286.0
Thailand,Belgium,107733.0
Togo,Belgium,16612.0
Tunisia,Belgium,19753.0
Turkey,Belgium,250739.0
Turkmenistan,Belgium,1061.0
Uganda,Belgium,40362.0
Ukraine,Belgium,178378.0
United Arab Emirates,Belgium,1302.0
United Kingdom,Belgium,857341.0
United Republic of Tanzania,Belgium,155624.0
United States of America,Belgium,618983.0
Unspecified Area,Belgium,1227.0
Uruguay,Belgium,10765.0
Uzbekistan,Belgium,138.0
Vanuatu,Belgium,2.0
Venezuela (Bolivarian Republic of),Belgium,940.0
Viet Nam,Belgium,139606.0
Yemen,Belgium,25.0
Zambia,Belgium,54065.0
Zimbabwe,Belgium,48969.0
Costa Rica,Belize,3.0
Guyana,Belize,21.0
Honduras,Belize,49.0
Mexico,Belize,18.0
Thailand,Belize,20.0
United States of America,Belize,275.0
Algeria,Benin,738.0
Andorra,Benin,9.0
Argentina,Benin,444.0
Australia,Benin,283.0
Austria,Benin,212.0
Bangladesh,Benin,56.0
Belgium,Benin,10323.0
Brazil,Benin,51159.0
Bulgaria,Benin,26.0
Burkina Faso,Benin,25.0
Cameroon,Benin,5.0
Canada,Benin,2603.0
Chad,Benin,10.0
Chile,Benin,49.0
"China, Hong Kong SAR",Benin,6037.0
"China, Taiwan Province of",Benin,472.0
"China, mainland",Benin,16128.0
Colombia,Benin,65.0
Congo,Benin,77.0
Cyprus,Benin,26.0
Czechia,Benin,114.0
Côte d'Ivoire,Benin,1403.0
Denmark,Benin,2978.0
Dominican Republic,Benin,3.0
Egypt,Benin,256.0
Estonia,Benin,12.0
Eswatini,Benin,68.0
France,Benin,68295.0
Georgia,Benin,24.0
Germany,Benin,15881.0
Ghana,Benin,2894.0
Hungary,Benin,161.0
Iceland,Benin,233.0
India,Benin,355090.0
Indonesia,Benin,11194.0
Iran (Islamic Republic of),Benin,251.0
Ireland,Benin,634.0
Italy,Benin,15347.0
Japan,Benin,3834.0
Jordan,Benin,1.0
Kenya,Benin,1.0
Kuwait,Benin,3.0
Latvia,Benin,86.0
Lebanon,Benin,2345.0
Lithuania,Benin,106.0
Luxembourg,Benin,18.0
Malaysia,Benin,50461.0
Malta,Benin,12.0
Marshall Islands,Benin,173.0
Mauritania,Benin,16.0
Mexico,Benin,101.0
Morocco,Benin,1438.0
Netherlands,Benin,19923.0
New Zealand,Benin,54.0
Niger,Benin,302.0
Nigeria,Benin,3290.0
Pakistan,Benin,20252.0
Paraguay,Benin,34.0
Poland,Benin,16152.0
Portugal,Benin,622.0
Republic of Moldova,Benin,7.0
Saudi Arabia,Benin,112.0
Senegal,Benin,2929.0
Singapore,Benin,19003.0
South Africa,Benin,1179.0
Spain,Benin,24715.0
Sri Lanka,Benin,439.0
Sweden,Benin,95.0
Switzerland,Benin,152.0
Thailand,Benin,324584.0
Togo,Benin,15752.0
Tokelau,Benin,2.0
Tunisia,Benin,1832.0
Turkey,Benin,21534.0
Turks and Caicos Islands,Benin,71.0
Ukraine,Benin,480.0
United Arab Emirates,Benin,49248.0
United Kingdom,Benin,5468.0
United States of America,Benin,12271.0
Viet Nam,Benin,2062.0
Anguilla,Bermuda,1.0
Argentina,Bermuda,486.0
Australia,Bermuda,737.0
Austria,Bermuda,158.0
Bahamas,Bermuda,11.0
Barbados,Bermuda,397.0
Belgium,Bermuda,283.0
Brazil,Bermuda,582.0
British Virgin Islands,Bermuda,8.0
Canada,Bermuda,1879.0
Chile,Bermuda,384.0
"China, Taiwan Province of",Bermuda,1.0
"China, mainland",Bermuda,93.0
Colombia,Bermuda,31.0
Costa Rica,Bermuda,10.0
Cuba,Bermuda,40.0
Czechia,Bermuda,4.0
Denmark,Bermuda,1248.0
Dominican Republic,Bermuda,1736.0
Ecuador,Bermuda,2.0
Egypt,Bermuda,4.0
France,Bermuda,5129.0
Germany,Bermuda,472.0
Greece,Bermuda,2.0
Guatemala,Bermuda,22.0
Guyana,Bermuda,620.0
Honduras,Bermuda,124.0
Hungary,Bermuda,4.0
Iceland,Bermuda,199.0
India,Bermuda,19.0
Ireland,Bermuda,692.0
Israel,Bermuda,2.0
Italy,Bermuda,3794.0
Jamaica,Bermuda,2037.0
Japan,Bermuda,25.0
Latvia,Bermuda,50.0
Malaysia,Bermuda,3.0
Mexico,Bermuda,1266.0
Netherlands,Bermuda,2071.0
New Zealand,Bermuda,1785.0
Panama,Bermuda,26.0
Peru,Bermuda,117.0
Philippines,Bermuda,1.0
Poland,Bermuda,116.0
Portugal,Bermuda,700.0
Singapore,Bermuda,89.0
South Africa,Bermuda,167.0
Spain,Bermuda,140.0
Sri Lanka,Bermuda,2.0
Sweden,Bermuda,108.0
Switzerland,Bermuda,780.0
Thailand,Bermuda,2.0
Trinidad and Tobago,Bermuda,163.0
Turkey,Bermuda,1.0
Turks and Caicos Islands,Bermuda,7.0
United Kingdom,Bermuda,7804.0
United States of America,Bermuda,151671.0
Uruguay,Bermuda,1.0
Viet Nam,Bermuda,3.0
India,Bhutan,1934.0
Argentina,Bolivia (Plurinational State of),8770.0
Brazil,Bolivia (Plurinational State of),13289.0
Italy,Bolivia (Plurinational State of),3.0
Paraguay,Bolivia (Plurinational State of),27.0
Albania,Bosnia and Herzegovina,5737.0
Algeria,Bosnia and Herzegovina,693.0
Andorra,Bosnia and Herzegovina,12.0
Argentina,Bosnia and Herzegovina,6313.0
Australia,Bosnia and Herzegovina,265.0
Austria,Bosnia and Herzegovina,46316.0
Bangladesh,Bosnia and Herzegovina,48.0
Barbados,Bosnia and Herzegovina,4.0
Belarus,Bosnia and Herzegovina,12.0
Belgium,Bosnia and Herzegovina,9733.0
Bolivia (Plurinational State of),Bosnia and Herzegovina,62.0
Brazil,Bosnia and Herzegovina,113209.0
Bulgaria,Bosnia and Herzegovina,17245.0
Cambodia,Bosnia and Herzegovina,6.0
Cameroon,Bosnia and Herzegovina,143.0
Canada,Bosnia and Herzegovina,1977.0
Chile,Bosnia and Herzegovina,643.0
"China, Taiwan Province of",Bosnia and Herzegovina,22.0
"China, mainland",Bosnia and Herzegovina,5050.0
Colombia,Bosnia and Herzegovina,8871.0
Comoros,Bosnia and Herzegovina,2.0
Congo,Bosnia and Herzegovina,3.0
Costa Rica,Bosnia and Herzegovina,7721.0
Croatia,Bosnia and Herzegovina,249783.0
Cuba,Bosnia and Herzegovina,28.0
Cyprus,Bosnia and Herzegovina,77.0
Czechia,Bosnia and Herzegovina,6646.0
Côte d'Ivoire,Bosnia and Herzegovina,923.0
Denmark,Bosnia and Herzegovina,1489.0
Dominican Republic,Bosnia and Herzegovina,1424.0
Ecuador,Bosnia and Herzegovina,12860.0
Egypt,Bosnia and Herzegovina,2619.0
El Salvador,Bosnia and Herzegovina,1.0
Estonia,Bosnia and Herzegovina,1.0
Eswatini,Bosnia and Herzegovina,26.0
Ethiopia,Bosnia and Herzegovina,124.0
Fiji,Bosnia and Herzegovina,5.0
Finland,Bosnia and Herzegovina,145.0
France,Bosnia and Herzegovina,8052.0
French Polynesia,Bosnia and Herzegovina,11.0
Georgia,Bosnia and Herzegovina,50.0
Germany,Bosnia and Herzegovina,93904.0
Ghana,Bosnia and Herzegovina,3874.0
Greece,Bosnia and Herzegovina,14248.0
Grenada,Bosnia and Herzegovina,5.0
Guatemala,Bosnia and Herzegovina,567.0
Guyana,Bosnia and Herzegovina,1.0
Honduras,Bosnia and Herzegovina,50.0
Hungary,Bosnia and Herzegovina,92702.0
India,Bosnia and Herzegovina,12601.0
Indonesia,Bosnia and Herzegovina,3139.0
Iran (Islamic Republic of),Bosnia and Herzegovina,1101.0
Ireland,Bosnia and Herzegovina,926.0
Israel,Bosnia and Herzegovina,290.0
Italy,Bosnia and Herzegovina,85786.0
Japan,Bosnia and Herzegovina,48.0
Jordan,Bosnia and Herzegovina,87.0
Kazakhstan,Bosnia and Herzegovina,10.0
Kenya,Bosnia and Herzegovina,259.0
Kyrgyzstan,Bosnia and Herzegovina,595.0
Latvia,Bosnia and Herzegovina,12.0
Lithuania,Bosnia and Herzegovina,199.0
Luxembourg,Bosnia and Herzegovina,185.0
Madagascar,Bosnia and Herzegovina,50.0
Malawi,Bosnia and Herzegovina,377.0
Malaysia,Bosnia and Herzegovina,662.0
Mauritius,Bosnia and Herzegovina,129.0
Mexico,Bosnia and Herzegovina,1713.0
Montenegro,Bosnia and Herzegovina,11777.0
Morocco,Bosnia and Herzegovina,332.0
Namibia,Bosnia and Herzegovina,18.0
Netherlands,Bosnia and Herzegovina,60593.0
New Zealand,Bosnia and Herzegovina,5.0
Nicaragua,Bosnia and Herzegovina,2.0
Nigeria,Bosnia and Herzegovina,34.0
North Macedonia,Bosnia and Herzegovina,31289.0
Norway,Bosnia and Herzegovina,47.0
Pakistan,Bosnia and Herzegovina,296.0
Panama,Bosnia and Herzegovina,25.0
Paraguay,Bosnia and Herzegovina,9.0
Peru,Bosnia and Herzegovina,278.0
Philippines,Bosnia and Herzegovina,108.0
Pitcairn Islands,Bosnia and Herzegovina,1.0
Poland,Bosnia and Herzegovina,81656.0
Portugal,Bosnia and Herzegovina,312.0
Republic of Korea,Bosnia and Herzegovina,104.0
Republic of Moldova,Bosnia and Herzegovina,1342.0
Romania,Bosnia and Herzegovina,23055.0
Russian Federation,Bosnia and Herzegovina,2361.0
Rwanda,Bosnia and Herzegovina,1.0
San Marino,Bosnia and Herzegovina,14.0
Saudi Arabia,Bosnia and Herzegovina,216.0
Serbia,Bosnia and Herzegovina,460756.0
Sierra Leone,Bosnia and Herzegovina,3.0
Singapore,Bosnia and Herzegovina,18.0
Slovakia,Bosnia and Herzegovina,4105.0
Slovenia,Bosnia and Herzegovina,42850.0
South Africa,Bosnia and Herzegovina,1021.0
Spain,Bosnia and Herzegovina,13841.0
Sri Lanka,Bosnia and Herzegovina,374.0
Sudan,Bosnia and Herzegovina,102.0
Sweden,Bosnia and Herzegovina,4726.0
Switzerland,Bosnia and Herzegovina,1533.0
Syrian Arab Republic,Bosnia and Herzegovina,159.0
Thailand,Bosnia and Herzegovina,648.0
Togo,Bosnia and Herzegovina,65.0
Trinidad and Tobago,Bosnia and Herzegovina,5.0
Tunisia,Bosnia and Herzegovina,380.0
Turkey,Bosnia and Herzegovina,33168.0
Uganda,Bosnia and Herzegovina,727.0
Ukraine,Bosnia and Herzegovina,3134.0
United Arab Emirates,Bosnia and Herzegovina,19.0
United Kingdom,Bosnia and Herzegovina,5764.0
United Republic of Tanzania,Bosnia and Herzegovina,52.0
United States of America,Bosnia and Herzegovina,25333.0
Unspecified Area,Bosnia and Herzegovina,2944.0
Uruguay,Bosnia and Herzegovina,125.0
Venezuela (Bolivarian Republic of),Bosnia and Herzegovina,26.0
Viet Nam,Bosnia and Herzegovina,3150.0
Zambia,Bosnia and Herzegovina,223.0
Zimbabwe,Bosnia and Herzegovina,52.0
Angola,Botswana,3.0
Argentina,Botswana,28.0
Australia,Botswana,2876.0
Belgium,Botswana,1613.0
Brazil,Botswana,101.0
Canada,Botswana,21.0
"China, Hong Kong SAR",Botswana,84.0
"China, Taiwan Province of",Botswana,13.0
"China, mainland",Botswana,53.0
Czechia,Botswana,6.0
Eswatini,Botswana,4363.0
Ethiopia,Botswana,15.0
France,Botswana,94.0
Germany,Botswana,628.0
Ghana,Botswana,6.0
Hungary,Botswana,9.0
India,Botswana,671.0
